STATE/UT,Year,Rape,Kidnapping_Abduction,Dowry_Deaths,Domestic_Cruelty,Importation_of_Girls
PUNJAB,2007,7,3,5,12,0
PUNJAB,2007,15,16,2,54,0
PUNJAB,2007,27,29,6,33,0
PUNJAB,2007,13,11,2,28,0
PUNJAB,2007,15,24,5,0,0
PUNJAB,2007,33,24,5,44,0
PUNJAB,2007,2,0,2,0,0
PUNJAB,2007,30,21,9,28,0
PUNJAB,2007,27,15,6,71,0
PUNJAB,2007,15,8,1,24,0
PUNJAB,2007,54,82,12,120,0
PUNJAB,2007,22,10,7,42,0
PUNJAB,2007,17,14,8,33,0
PUNJAB,2007,58,93,9,107,0
PUNJAB,2007,20,3,6,22,0
PUNJAB,2007,7,14,4,30,0
PUNJAB,2007,11,13,4,13,0
PUNJAB,2007,13,9,4,15,0
PUNJAB,2007,22,14,17,109,0
PUNJAB,2007,7,5,2,24,0
PUNJAB,2007,31,17,5,51,0
PUNJAB,2007,16,23,0,0,0
PUNJAB,2007,26,27,6,16,0
PUNJAB,2007,519,545,133,971,0
RAJASTHAN,2007,31,65,19,515,0
RAJASTHAN,2007,73,65,43,391,0
RAJASTHAN,2007,39,42,4,100,0
RAJASTHAN,2007,43,28,8,194,0
RAJASTHAN,2007,19,24,9,103,0
RAJASTHAN,2007,62,83,30,360,0
RAJASTHAN,2007,48,47,10,329,0
RAJASTHAN,2007,32,33,18,307,0
RAJASTHAN,2007,28,47,2,204,0
RAJASTHAN,2007,92,119,6,530,0
RAJASTHAN,2007,27,18,11,244,0
RAJASTHAN,2007,16,43,12,112,0
RAJASTHAN,2007,20,41,13,164,0
RAJASTHAN,2007,10,40,2,66,0
RAJASTHAN,2007,0,3,1,0,0
RAJASTHAN,2007,66,44,11,625,0
RAJASTHAN,2007,39,19,14,179,0
RAJASTHAN,2007,25,45,7,159,0
RAJASTHAN,2007,23,76,11,168,0
RAJASTHAN,2007,39,66,25,204,0
RAJASTHAN,2007,14,58,7,157,0
RAJASTHAN,2007,4,7,7,23,0
RAJASTHAN,2007,7,24,9,107,0
RAJASTHAN,2007,54,35,10,222,0
RAJASTHAN,2007,31,25,18,204,0
RAJASTHAN,2007,16,40,11,227,0
RAJASTHAN,2007,24,15,15,70,0
RAJASTHAN,2007,28,43,18,110,0
RAJASTHAN,2007,25,66,10,261,0
RAJASTHAN,2007,30,30,5,173,0
RAJASTHAN,2007,38,37,12,252,0
RAJASTHAN,2007,39,62,5,268,0
RAJASTHAN,2007,5,36,6,189,0
RAJASTHAN,2007,21,36,13,131,0
RAJASTHAN,2007,34,42,19,183,0
RAJASTHAN,2007,23,32,5,130,0
RAJASTHAN,2007,19,50,3,212,0
RAJASTHAN,2007,94,108,10,297,0
RAJASTHAN,2007,1238,1694,439,8170,0
SIKKIM,2007,8,5,0,3,0
SIKKIM,2007,0,0,0,1,0
SIKKIM,2007,12,1,0,2,0
SIKKIM,2007,4,3,0,1,0
SIKKIM,2007,24,9,0,7,0
TAMIL NADU,2007,46,59,43,323,0
TAMIL NADU,2007,0,1,1,0,0
TAMIL NADU,2007,16,71,11,163,0
TAMIL NADU,2007,10,8,4,50,0
TAMIL NADU,2007,28,57,3,50,0
TAMIL NADU,2007,6,37,4,45,0
TAMIL NADU,2007,12,49,3,66,0
TAMIL NADU,2007,20,62,5,99,0
TAMIL NADU,2007,25,18,13,10,0
TAMIL NADU,2007,11,22,7,70,0
TAMIL NADU,2007,3,10,0,17,0
TAMIL NADU,2007,11,32,3,16,0
TAMIL NADU,2007,9,30,11,97,0
TAMIL NADU,2007,4,16,10,76,0
TAMIL NADU,2007,14,26,4,22,0
TAMIL NADU,2007,12,26,3,27,0
TAMIL NADU,2007,6,3,1,8,0
TAMIL NADU,2007,26,21,3,31,0
TAMIL NADU,2007,14,20,6,36,0
TAMIL NADU,2007,8,18,3,7,0
TAMIL NADU,2007,25,60,6,69,0
TAMIL NADU,2007,10,21,2,42,0
TAMIL NADU,2007,3,31,3,63,0
TAMIL NADU,2007,5,47,9,46,0
TAMIL NADU,2007,4,22,3,44,0
TAMIL NADU,2007,35,54,5,105,0
TAMIL NADU,2007,6,7,1,7,0
TAMIL NADU,2007,7,12,3,16,0
TAMIL NADU,2007,14,25,4,15,0
TAMIL NADU,2007,9,30,10,25,0
TAMIL NADU,2007,19,29,2,61,0
TAMIL NADU,2007,0,0,0,0,0
TAMIL NADU,2007,12,20,4,31,0
TAMIL NADU,2007,2,14,2,33,0
TAMIL NADU,2007,25,48,8,75,0
TAMIL NADU,2007,58,53,5,83,0
TAMIL NADU,2007,8,38,3,48,0
TAMIL NADU,2007,523,1097,208,1976,0
TRIPURA,2007,13,11,4,28,0
TRIPURA,2007,26,16,0,100,0
TRIPURA,2007,41,18,10,172,0
TRIPURA,2007,77,36,22,245,0
TRIPURA,2007,157,81,36,545,0
UTTAR PRADESH,2007,30,149,78,380,0
UTTAR PRADESH,2007,50,96,70,237,0
UTTAR PRADESH,2007,26,81,63,207,0
UTTAR PRADESH,2007,15,24,8,139,0
UTTAR PRADESH,2007,9,26,34,29,0
UTTAR PRADESH,2007,11,29,29,55,0
UTTAR PRADESH,2007,11,40,31,25,0
UTTAR PRADESH,2007,17,27,22,60,0
UTTAR PRADESH,2007,34,44,28,37,0
UTTAR PRADESH,2007,10,18,13,11,0
UTTAR PRADESH,2007,10,17,10,38,0
UTTAR PRADESH,2007,15,12,16,14,0
UTTAR PRADESH,2007,25,63,35,106,0
UTTAR PRADESH,2007,62,95,54,235,0
UTTAR PRADESH,2007,10,22,13,51,0
UTTAR PRADESH,2007,27,48,26,188,0
UTTAR PRADESH,2007,44,93,36,227,0
UTTAR PRADESH,2007,6,12,22,63,0
UTTAR PRADESH,2007,23,2,7,13,0
UTTAR PRADESH,2007,2,17,25,25,0
UTTAR PRADESH,2007,39,66,56,77,0
UTTAR PRADESH,2007,14,54,28,115,0
UTTAR PRADESH,2007,23,32,17,54,0
UTTAR PRADESH,2007,21,41,24,79,0
UTTAR PRADESH,2007,22,38,33,61,0
UTTAR PRADESH,2007,28,69,56,155,0
UTTAR PRADESH,2007,2,3,2,0,0
UTTAR PRADESH,2007,17,64,14,73,0
UTTAR PRADESH,2007,33,108,37,204,0
UTTAR PRADESH,2007,10,10,22,68,0
UTTAR PRADESH,2007,13,33,35,10,0
UTTAR PRADESH,2007,19,51,23,83,0
UTTAR PRADESH,2007,8,7,9,5,0
UTTAR PRADESH,2007,33,38,42,57,0
UTTAR PRADESH,2007,16,50,17,179,0
UTTAR PRADESH,2007,28,34,12,85,0
UTTAR PRADESH,2007,8,19,32,43,0
UTTAR PRADESH,2007,24,33,47,71,0
UTTAR PRADESH,2007,10,13,28,20,0
UTTAR PRADESH,2007,6,26,13,108,0
UTTAR PRADESH,2007,13,52,37,114,0
UTTAR PRADESH,2007,46,222,59,673,0
UTTAR PRADESH,2007,30,36,35,72,0
UTTAR PRADESH,2007,47,72,57,67,0
UTTAR PRADESH,2007,9,25,18,40,0
UTTAR PRADESH,2007,10,9,14,28,0
UTTAR PRADESH,2007,82,216,57,513,0
UTTAR PRADESH,2007,23,23,18,74,0
UTTAR PRADESH,2007,10,11,12,13,0
UTTAR PRADESH,2007,11,46,48,54,0
UTTAR PRADESH,2007,36,45,26,250,0
UTTAR PRADESH,2007,8,26,14,35,0
UTTAR PRADESH,2007,39,109,38,405,0
UTTAR PRADESH,2007,10,4,28,43,0
UTTAR PRADESH,2007,58,97,34,212,0
UTTAR PRADESH,2007,37,100,34,277,0
UTTAR PRADESH,2007,23,31,18,38,0
UTTAR PRADESH,2007,16,43,27,107,0
UTTAR PRADESH,2007,31,39,31,142,0
UTTAR PRADESH,2007,40,54,18,10,0
UTTAR PRADESH,2007,14,34,16,194,0
UTTAR PRADESH,2007,9,20,7,34,0
UTTAR PRADESH,2007,52,69,56,13,0
UTTAR PRADESH,2007,10,9,4,24,0
UTTAR PRADESH,2007,5,24,9,45,0
UTTAR PRADESH,2007,67,84,61,119,0
UTTAR PRADESH,2007,16,8,11,23,0
UTTAR PRADESH,2007,1,5,14,29,0
UTTAR PRADESH,2007,34,47,21,57,0
UTTAR PRADESH,2007,30,61,52,61,0
UTTAR PRADESH,2007,20,38,35,197,0
UTTAR PRADESH,2007,1648,3363,2076,7650,0
UTTARAKHAND,2007,6,0,5,11,0
UTTARAKHAND,2007,3,0,2,4,0
UTTARAKHAND,2007,10,6,2,5,0
UTTARAKHAND,2007,2,2,0,2,0
UTTARAKHAND,2007,29,58,3,126,0
UTTARAKHAND,2007,28,59,16,170,0
UTTARAKHAND,2007,6,24,12,17,0
UTTARAKHAND,2007,7,11,7,24,0
UTTARAKHAND,2007,9,9,3,11,0
UTTARAKHAND,2007,1,5,5,6,0
UTTARAKHAND,2007,2,4,3,7,0
UTTARAKHAND,2007,12,41,9,67,0
UTTARAKHAND,2007,2,8,3,13,0
UTTARAKHAND,2007,117,227,70,463,0
WEST BENGAL,2007,231,236,53,1696,0
WEST BENGAL,2007,205,176,67,1398,2
WEST BENGAL,2007,15,10,11,242,0
WEST BENGAL,2007,44,12,24,147,0
WEST BENGAL,2007,53,26,9,195,0
WEST BENGAL,2007,69,51,31,489,0
WEST BENGAL,2007,139,60,6,320,0
WEST BENGAL,2007,46,34,10,199,0
WEST BENGAL,2007,48,34,2,84,0
WEST BENGAL,2007,57,45,16,549,0
WEST BENGAL,2007,45,70,33,422,0
WEST BENGAL,2007,1,2,0,0,0
WEST BENGAL,2007,235,170,14,632,0
WEST BENGAL,2007,0,2,0,0,0
WEST BENGAL,2007,44,88,8,296,3
WEST BENGAL,2007,103,67,11,266,0
WEST BENGAL,2007,369,123,32,945,0
WEST BENGAL,2007,183,175,42,861,0
WEST BENGAL,2007,60,61,31,407,0
WEST BENGAL,2007,41,75,24,373,0
WEST BENGAL,2007,38,14,14,196,0
WEST BENGAL,2007,3,4,1,0,0
WEST BENGAL,2007,1,0,0,0,0
WEST BENGAL,2007,76,55,12,183,0
WEST BENGAL,2007,2106,1590,451,9900,5
A & N ISLANDS,2007,3,9,1,18,0
A & N ISLANDS,2007,3,9,1,18,0
CHANDIGARH,2007,22,46,1,112,0
CHANDIGARH,2007,22,46,1,112,0
D & N HAVELI,2007,7,6,0,3,0
D & N HAVELI,2007,7,6,0,3,0
DAMAN & DIU,2007,1,0,1,1,0
DAMAN & DIU,2007,0,1,0,2,0
DAMAN & DIU,2007,1,1,1,3,0
DELHI,2007,22,45,6,91,0
DELHI,2007,598,1167,138,1787,0
DELHI,2007,73,102,16,202,0
DELHI,2007,4,8,0,0,0
DELHI,2007,0,0,0,1,0
DELHI,2007,7,9,0,14,0
DELHI,2007,33,41,6,89,0
DELHI,2007,89,200,17,249,0
DELHI,2007,51,120,7,151,0
DELHI,2007,121,237,29,208,0
DELHI,2007,83,177,22,275,0
DELHI,2007,51,111,19,222,0
DELHI,2007,0,0,0,0,0
DELHI,2007,64,117,16,285,0
LAKSHADWEEP,2007,1,0,0,2,0
LAKSHADWEEP,2007,1,0,0,2,0
PUDUCHERRY,2007,3,4,0,1,0
PUDUCHERRY,2007,6,10,2,16,0
PUDUCHERRY,2007,9,14,2,17,0
ANDHRA PRADESH,2008,50,26,5,355,0
ANDHRA PRADESH,2008,37,36,12,0,0
ANDHRA PRADESH,2008,30,57,26,288,0
ANDHRA PRADESH,2008,27,64,11,267,0
ANDHRA PRADESH,2008,80,101,59,884,0
ANDHRA PRADESH,2008,48,13,23,563,0
ANDHRA PRADESH,2008,0,0,0,2,0
ANDHRA PRADESH,2008,48,65,26,496,0
ANDHRA PRADESH,2008,62,77,41,1184,0
ANDHRA PRADESH,2008,84,148,48,596,0
ANDHRA PRADESH,2008,70,83,26,329,0
ANDHRA PRADESH,2008,38,52,12,379,0
ANDHRA PRADESH,2008,47,72,17,227,0
ANDHRA PRADESH,2008,72,87,35,231,0
ANDHRA PRADESH,2008,50,44,35,332,0
ANDHRA PRADESH,2008,90,76,32,353,0
ANDHRA PRADESH,2008,39,73,6,333,0
ANDHRA PRADESH,2008,31,25,16,305,0
ANDHRA PRADESH,2008,30,53,5,229,0
ANDHRA PRADESH,2008,37,13,19,120,0
ANDHRA PRADESH,2008,2,0,0,0,0
ANDHRA PRADESH,2008,32,14,6,314,0
ANDHRA PRADESH,2008,30,36,9,395,0
ANDHRA PRADESH,2008,0,0,0,0,0
ANDHRA PRADESH,2008,12,9,10,168,0
ANDHRA PRADESH,2008,29,26,13,488,0
ANDHRA PRADESH,2008,6,14,3,253,0
ANDHRA PRADESH,2008,59,62,36,519,0
ANDHRA PRADESH,2008,117,70,25,696,0
ANDHRA PRADESH,2008,1257,1396,556,10306,0
ARUNACHAL PRADESH,2008,2,4,0,0,0
ARUNACHAL PRADESH,2008,3,4,0,2,0
ARUNACHAL PRADESH,2008,2,2,0,1,0
ARUNACHAL PRADESH,2008,5,4,0,0,0
ARUNACHAL PRADESH,2008,0,2,0,0,0
ARUNACHAL PRADESH,2008,3,1,0,0,0
ARUNACHAL PRADESH,2008,7,10,0,3,0
ARUNACHAL PRADESH,2008,5,5,0,1,0
ARUNACHAL PRADESH,2008,0,1,0,0,0
ARUNACHAL PRADESH,2008,13,8,0,5,0
ARUNACHAL PRADESH,2008,0,3,0,0,0
ARUNACHAL PRADESH,2008,2,1,0,1,0
ARUNACHAL PRADESH,2008,0,0,0,0,0
ARUNACHAL PRADESH,2008,0,2,0,0,0
ARUNACHAL PRADESH,2008,0,0,0,0,0
ARUNACHAL PRADESH,2008,42,47,0,13,0
ASSAM,2008,97,117,14,240,0
ASSAM,2008,23,30,4,13,0
ASSAM,2008,51,35,5,106,0
ASSAM,2008,0,0,0,0,0
ASSAM,2008,72,106,13,216,0
ASSAM,2008,25,24,0,38,0
ASSAM,2008,57,57,2,119,0
ASSAM,2008,88,51,0,165,0
ASSAM,2008,116,126,4,393,0
ASSAM,2008,46,60,4,100,0
ASSAM,2008,5,8,0,0,0
ASSAM,2008,66,64,4,117,0
ASSAM,2008,42,50,0,86,0
ASSAM,2008,59,97,5,216,0
ASSAM,2008,39,52,3,62,0
ASSAM,2008,44,41,0,76,0
ASSAM,2008,36,78,3,101,0
ASSAM,2008,16,12,1,16,0
ASSAM,2008,19,44,5,99,0
ASSAM,2008,55,24,4,58,0
ASSAM,2008,52,71,1,160,0
ASSAM,2008,75,68,4,114,0
ASSAM,2008,4,9,0,3,0
ASSAM,2008,112,209,9,371,0
ASSAM,2008,30,47,6,54,0
ASSAM,2008,5,3,0,0,0
ASSAM,2008,46,94,4,139,0
ASSAM,2008,56,125,6,294,0
ASSAM,2008,60,60,2,84,0
ASSAM,2008,42,27,0,38,0
ASSAM,2008,1438,1789,103,3478,0
BIHAR,2008,37,30,3,92,2
BIHAR,2008,2,10,13,8,0
BIHAR,2008,30,38,32,65,0
BIHAR,2008,15,36,11,36,0
BIHAR,2008,49,38,23,24,0
BIHAR,2008,25,34,41,56,0
BIHAR,2008,28,49,33,96,0
BIHAR,2008,8,19,19,26,1
BIHAR,2008,35,98,27,120,0
BIHAR,2008,18,47,57,122,0
BIHAR,2008,11,18,29,19,0
BIHAR,2008,67,80,48,45,0
BIHAR,2008,52,77,43,40,3
BIHAR,2008,23,63,36,110,0
BIHAR,2008,1,0,1,0,0
BIHAR,2008,17,21,32,41,0
BIHAR,2008,6,19,23,17,0
BIHAR,2008,120,66,15,28,0
BIHAR,2008,2,2,0,1,0
BIHAR,2008,16,17,9,13,0
BIHAR,2008,30,26,8,23,0
BIHAR,2008,35,17,11,12,0
BIHAR,2008,16,30,16,12,0
BIHAR,2008,24,36,24,51,0
BIHAR,2008,34,83,45,12,0
BIHAR,2008,20,31,14,40,0
BIHAR,2008,28,97,75,90,0
BIHAR,2008,2,0,0,1,0
BIHAR,2008,23,56,70,77,0
BIHAR,2008,8,6,5,65,0
BIHAR,2008,28,26,24,36,1
BIHAR,2008,57,78,99,189,0
BIHAR,2008,0,4,2,1,0
BIHAR,2008,185,88,3,81,0
BIHAR,2008,21,55,36,42,0
BIHAR,2008,22,20,17,21,0
BIHAR,2008,32,62,60,52,15
BIHAR,2008,34,58,58,41,0
BIHAR,2008,9,14,7,10,0
BIHAR,2008,7,11,7,13,0
BIHAR,2008,12,43,24,12,0
BIHAR,2008,24,35,31,54,0
BIHAR,2008,53,37,15,68,0
BIHAR,2008,36,114,64,30,0
BIHAR,2008,1302,1789,1210,1992,22
CHHATTISGARH,2008,41,5,3,24,0
CHHATTISGARH,2008,71,25,19,136,0
CHHATTISGARH,2008,5,2,0,1,0
CHHATTISGARH,2008,10,7,1,3,0
CHHATTISGARH,2008,26,4,3,19,0
CHHATTISGARH,2008,109,12,11,118,0
CHHATTISGARH,2008,2,0,0,0,0
CHHATTISGARH,2008,68,11,2,23,0
CHHATTISGARH,2008,47,7,14,123,0
CHHATTISGARH,2008,71,41,0,19,0
CHHATTISGARH,2008,29,4,5,23,0
CHHATTISGARH,2008,15,7,4,13,0
CHHATTISGARH,2008,31,9,5,42,0
CHHATTISGARH,2008,54,5,2,34,0
CHHATTISGARH,2008,24,7,6,27,0
CHHATTISGARH,2008,1,0,0,0,0
CHHATTISGARH,2008,30,7,7,45,0
CHHATTISGARH,2008,128,36,11,124,0
CHHATTISGARH,2008,60,12,7,57,0
CHHATTISGARH,2008,78,8,3,27,0
CHHATTISGARH,2008,78,7,3,39,0
CHHATTISGARH,2008,978,216,106,897,0
GOA,2008,15,17,0,5,0
GOA,2008,15,11,2,7,0
GOA,2008,30,28,2,12,0
GUJARAT,2008,44,137,1,1185,0
GUJARAT,2008,3,35,1,67,0
GUJARAT,2008,3,2,0,11,0
GUJARAT,2008,8,58,0,128,0
GUJARAT,2008,11,45,0,170,0
GUJARAT,2008,13,29,0,114,0
GUJARAT,2008,9,80,0,197,0
GUJARAT,2008,13,40,0,63,0
GUJARAT,2008,8,35,3,200,0
GUJARAT,2008,16,34,0,217,0
GUJARAT,2008,17,25,0,239,0
GUJARAT,2008,5,43,3,456,0
GUJARAT,2008,8,39,0,219,0
GUJARAT,2008,16,42,1,334,0
GUJARAT,2008,9,48,0,289,0
GUJARAT,2008,7,7,0,12,0
GUJARAT,2008,2,4,0,5,0
GUJARAT,2008,37,43,1,201,0
GUJARAT,2008,8,53,0,148,0
GUJARAT,2008,19,24,0,157,0
GUJARAT,2008,3,11,0,48,0
GUJARAT,2008,12,40,1,312,0
GUJARAT,2008,24,42,4,293,0
GUJARAT,2008,28,79,11,472,0
GUJARAT,2008,3,5,0,30,0
GUJARAT,2008,21,38,0,133,0
GUJARAT,2008,3,2,0,6,0
GUJARAT,2008,7,30,0,268,0
GUJARAT,2008,11,37,0,87,0
GUJARAT,2008,4,9,0,32,0
GUJARAT,2008,2,3,1,1,0
GUJARAT,2008,374,1119,27,6094,0
HARYANA,2008,35,49,11,172,0
HARYANA,2008,33,36,14,111,0
HARYANA,2008,46,94,21,173,0
HARYANA,2008,12,21,4,143,0
HARYANA,2008,1,3,6,0,0
HARYANA,2008,35,66,19,123,0
HARYANA,2008,23,27,19,214,0
HARYANA,2008,22,15,20,115,0
HARYANA,2008,38,23,18,73,0
HARYANA,2008,14,16,13,150,0
HARYANA,2008,50,23,17,124,0
HARYANA,2008,41,24,12,72,0
HARYANA,2008,21,20,16,73,0
HARYANA,2008,29,13,7,114,0
HARYANA,2008,29,23,15,89,0
HARYANA,2008,15,18,5,72,0
HARYANA,2008,30,34,13,62,0
HARYANA,2008,23,25,13,72,0
HARYANA,2008,39,20,17,106,0
HARYANA,2008,31,16,9,127,0
HARYANA,2008,36,43,24,149,0
HARYANA,2008,28,35,9,101,0
HARYANA,2008,631,644,302,2435,0
HIMACHAL PRADESH,2008,10,7,2,35,0
HIMACHAL PRADESH,2008,10,16,0,10,0
HIMACHAL PRADESH,2008,0,0,0,0,0
HIMACHAL PRADESH,2008,8,12,0,39,0
HIMACHAL PRADESH,2008,19,15,0,68,0
HIMACHAL PRADESH,2008,4,2,0,3,0
HIMACHAL PRADESH,2008,16,17,0,28,0
HIMACHAL PRADESH,2008,1,0,0,1,0
HIMACHAL PRADESH,2008,32,13,1,42,0
HIMACHAL PRADESH,2008,22,19,0,33,0
HIMACHAL PRADESH,2008,10,13,0,30,0
HIMACHAL PRADESH,2008,14,13,0,17,0
HIMACHAL PRADESH,2008,11,10,0,37,0
HIMACHAL PRADESH,2008,157,137,3,343,0
JAMMU & KASHMIR,2008,13,74,0,0,0
JAMMU & KASHMIR,2008,4,13,0,1,0
JAMMU & KASHMIR,2008,1,44,0,0,0
JAMMU & KASHMIR,2008,13,60,0,1,0
JAMMU & KASHMIR,2008,8,60,0,0,0
JAMMU & KASHMIR,2008,0,0,0,0,0
JAMMU & KASHMIR,2008,0,0,0,0,0
JAMMU & KASHMIR,2008,20,21,0,8,0
JAMMU & KASHMIR,2008,2,21,0,2,0
JAMMU & KASHMIR,2008,6,16,0,1,0
JAMMU & KASHMIR,2008,26,49,7,54,0
JAMMU & KASHMIR,2008,1,1,0,0,0
JAMMU & KASHMIR,2008,15,13,7,7,0
JAMMU & KASHMIR,2008,4,12,0,5,0
JAMMU & KASHMIR,2008,5,43,0,1,0
JAMMU & KASHMIR,2008,5,19,0,2,0
JAMMU & KASHMIR,2008,6,3,0,0,0
JAMMU & KASHMIR,2008,16,21,0,13,0
JAMMU & KASHMIR,2008,2,29,0,0,0
JAMMU & KASHMIR,2008,0,1,0,0,0
JAMMU & KASHMIR,2008,21,27,6,39,0
JAMMU & KASHMIR,2008,9,14,0,0,0
JAMMU & KASHMIR,2008,5,9,0,2,0
JAMMU & KASHMIR,2008,2,9,1,3,0
JAMMU & KASHMIR,2008,6,14,0,1,0
JAMMU & KASHMIR,2008,16,69,0,18,0
JAMMU & KASHMIR,2008,13,14,0,4,0
JAMMU & KASHMIR,2008,219,656,21,162,0
JHARKHAND,2008,40,37,15,65,0
JHARKHAND,2008,42,5,7,33,0
JHARKHAND,2008,11,14,14,2,0
JHARKHAND,2008,33,2,6,29,12
JHARKHAND,2008,47,76,36,57,0
JHARKHAND,2008,0,1,2,2,0
JHARKHAND,2008,60,23,17,66,0
JHARKHAND,2008,21,16,9,20,0
JHARKHAND,2008,48,44,33,25,0
JHARKHAND,2008,26,6,7,50,0
JHARKHAND,2008,38,11,0,8,0
JHARKHAND,2008,57,61,36,97,0
JHARKHAND,2008,41,16,14,74,0
JHARKHAND,2008,0,0,0,1,0
JHARKHAND,2008,20,3,5,16,0
JHARKHAND,2008,8,2,1,1,0
JHARKHAND,2008,16,14,11,23,0
JHARKHAND,2008,11,11,6,6,0
JHARKHAND,2008,16,4,2,7,0
JHARKHAND,2008,53,2,1,103,0
JHARKHAND,2008,30,31,18,32,0
JHARKHAND,2008,11,18,5,13,0
JHARKHAND,2008,62,62,12,88,27
JHARKHAND,2008,61,22,4,19,0
JHARKHAND,2008,13,11,5,13,0
JHARKHAND,2008,26,7,0,1,0
JHARKHAND,2008,791,499,266,851,39
KARNATAKA,2008,2,15,6,56,0
KARNATAKA,2008,54,2,52,307,0
KARNATAKA,2008,14,7,11,56,0
KARNATAKA,2008,30,45,9,233,0
KARNATAKA,2008,11,10,10,49,0
KARNATAKA,2008,7,17,11,55,0
KARNATAKA,2008,19,17,1,135,0
KARNATAKA,2008,7,13,9,22,0
KARNATAKA,2008,4,3,4,35,0
KARNATAKA,2008,17,10,8,123,0
KARNATAKA,2008,18,15,6,49,0
KARNATAKA,2008,10,6,5,51,0
KARNATAKA,2008,10,31,9,102,0
KARNATAKA,2008,3,10,1,44,0
KARNATAKA,2008,1,0,3,23,0
KARNATAKA,2008,10,0,5,34,0
KARNATAKA,2008,25,31,7,169,0
KARNATAKA,2008,17,24,8,79,1
KARNATAKA,2008,5,0,0,33,0
KARNATAKA,2008,5,5,3,33,0
KARNATAKA,2008,20,5,2,41,0
KARNATAKA,2008,14,11,14,21,0
KARNATAKA,2008,6,12,4,39,0
KARNATAKA,2008,18,13,11,72,0
KARNATAKA,2008,23,22,4,151,0
KARNATAKA,2008,13,7,15,97,0
KARNATAKA,2008,19,21,7,106,0
KARNATAKA,2008,0,0,0,0,0
KARNATAKA,2008,17,8,14,37,0
KARNATAKA,2008,14,23,3,207,0
KARNATAKA,2008,12,10,16,80,0
KARNATAKA,2008,11,3,0,15,0
KARNATAKA,2008,10,9,1,84,0
KARNATAKA,2008,446,405,259,2638,1
KERALA,2008,16,16,2,247,0
KERALA,2008,12,7,1,88,0
KERALA,2008,35,9,3,175,0
KERALA,2008,28,12,0,193,0
KERALA,2008,33,7,1,276,0
KERALA,2008,28,6,1,202,0
KERALA,2008,61,20,2,442,0
KERALA,2008,31,11,0,193,0
KERALA,2008,15,4,3,165,0
KERALA,2008,39,6,2,288,0
KERALA,2008,51,7,2,525,0
KERALA,2008,42,8,4,296,0
KERALA,2008,32,8,0,173,0
KERALA,2008,1,0,0,0,0
KERALA,2008,46,12,2,332,0
KERALA,2008,20,6,1,115,0
KERALA,2008,43,20,7,314,0
KERALA,2008,35,7,0,114,0
KERALA,2008,568,166,31,4138,0
MADHYA PRADESH,2008,41,14,1,7,0
MADHYA PRADESH,2008,42,2,4,23,0
MADHYA PRADESH,2008,47,3,16,35,0
MADHYA PRADESH,2008,61,6,8,38,0
MADHYA PRADESH,2008,39,4,1,6,0
MADHYA PRADESH,2008,121,22,17,50,0
MADHYA PRADESH,2008,27,9,30,38,0
MADHYA PRADESH,2008,113,36,28,157,0
MADHYA PRADESH,2008,2,2,1,3,0
MADHYA PRADESH,2008,14,2,3,30,0
MADHYA PRADESH,2008,57,14,22,58,0
MADHYA PRADESH,2008,120,11,17,121,0
MADHYA PRADESH,2008,46,12,15,47,0
MADHYA PRADESH,2008,25,11,17,32,0
MADHYA PRADESH,2008,73,14,10,150,0
MADHYA PRADESH,2008,100,27,37,69,0
MADHYA PRADESH,2008,20,1,2,4,0
MADHYA PRADESH,2008,72,13,9,25,0
MADHYA PRADESH,2008,42,47,24,139,0
MADHYA PRADESH,2008,18,7,6,0,0
MADHYA PRADESH,2008,64,14,16,44,0
MADHYA PRADESH,2008,122,46,35,369,0
MADHYA PRADESH,2008,3,0,1,0,0
MADHYA PRADESH,2008,127,40,42,146,0
MADHYA PRADESH,2008,1,1,0,0,0
MADHYA PRADESH,2008,31,18,4,9,0
MADHYA PRADESH,2008,48,5,18,57,0
MADHYA PRADESH,2008,52,10,5,37,0
MADHYA PRADESH,2008,65,8,23,42,0
MADHYA PRADESH,2008,47,2,4,25,0
MADHYA PRADESH,2008,40,15,15,56,0
MADHYA PRADESH,2008,26,21,32,73,0
MADHYA PRADESH,2008,61,2,14,44,0
MADHYA PRADESH,2008,19,3,0,28,0
MADHYA PRADESH,2008,28,6,17,26,0
MADHYA PRADESH,2008,67,17,19,35,0
MADHYA PRADESH,2008,83,22,10,136,0
MADHYA PRADESH,2008,63,14,11,57,0
MADHYA PRADESH,2008,82,26,26,67,0
MADHYA PRADESH,2008,119,28,37,154,0
MADHYA PRADESH,2008,102,15,32,137,0
MADHYA PRADESH,2008,61,14,7,21,0
MADHYA PRADESH,2008,47,13,16,57,0
MADHYA PRADESH,2008,57,13,12,77,0
MADHYA PRADESH,2008,13,5,0,19,0
MADHYA PRADESH,2008,64,24,16,53,0
MADHYA PRADESH,2008,37,17,18,30,0
MADHYA PRADESH,2008,57,18,8,57,0
MADHYA PRADESH,2008,40,12,22,27,0
MADHYA PRADESH,2008,35,10,25,36,0
MADHYA PRADESH,2008,78,25,23,158,0
MADHYA PRADESH,2008,25,2,5,13,0
MADHYA PRADESH,2008,93,13,24,63,0
MADHYA PRADESH,2008,2937,736,805,3185,0
MAHARASHTRA,2008,49,33,0,537,0
MAHARASHTRA,2008,26,33,7,153,0
MAHARASHTRA,2008,22,9,4,85,0
